review,rating
"A week ago, I had booked the cab to pick me up from a specific place in bengalore.. the details of which are mentioned in a separate case taken up by me through mail.  The driver after making us wait for 45 mins did not turn up at the pick up point, since it was late in the night and we were travelling with some female companions.. we were in a hurry to reach home.. when contacted the driver, he bluntly said that he won’t be coming to pick us up and that we should cancel the booking, when I tried to reason with the driver that, it’s his fault that he failed to pick us up so he should be the one to cancel it.. he simply replied.. then wait there till morning, am not coming.. this was the most unprofessional and disgusting attitude from a service provider.. they don’t even have a customer care no where you can lodge a complaint.. their e-mail complaint redressal.. well lesser said the better,  am still waiting for their team to get in touch with me.. the worst part is the same thing happened with me twice again this week.. and every time I have been stranded and forced to cancel my ride, I have been forced to pay the fine too.. this is just nothing but TRUE DAY LIGHT ROBBERY..

I wish I can give this app a zero rating but it’s not possible.. anybody planning to download this app, my earnest advice, pls don’t. There are much better and simpler service providers nowadays.",1
"I had a very bad experience with the driver last night, we booked an Uber from Chembur to Charkop at 11 PM and it showed waiting time of nine minutes. As usual we expected The Driver (Nafees) to come within those nine minutes. But the car was not moving at all. We waited for another half an hour. And it was 11:30PM. I called the driver, and he was saying that he was stuck in a traffic and could not reach. it was late in the night and the Map showed that he was nearby( and will be reaching in one minute), we waited more for another 10 minutes, feeling tired, and frustrated and when I called him many a times, he did not answer at all. I had my parents along with me and I could not make them wait For any longer. so we hired an auto to our destination. As soon as we entered in the autorickshaw and within a minute, the driver called me that he has reached the destination. he wanted me to cancel the ride, but as we waited for more than half an hour. And later I was charged for cancelling the ride. This is so unfair that the Uber driver does not want to reach us to the destination and does all this stupidity and again we are charged cancellation fees.",4
"I booked an auto in Delhi, and here payment mode was done by card. When we reached at the destination the driver had started asking us to pay only cash and didn’t allow us to go without payment done via cash. And as there wasn’t enough cash available in card so it was showing that you pay this amount to next driver and then this driver kept saying that you pay this amount to me otherwise you can’t leave without payment. We tried to call customer care but they wasn’t any helpline. And then from the auto I wrote an email to customer care that we are paying him this amount in cash as the driver isn’t  allowing us to o without cash payment and after that some hours later I received reply from the Uber that if you paid him cash then we can’t refund you any amount. I asked them that did you want me to fight with the driver on the road for this payment. And they didn’t help me I still will have to pay the amount which I have already paid in cash to the driver and there wasn’t any action taken against this rude and misbehaved driver. Pleas suggest me how can I complaint against Uber in court of India as I felt cheated by Uber here. I think everyone has such experiences some times so we all must come forward and ask Uber to stop these such activities in India",2
"Being the biggest transport services company available till now you should really need to improve and update on many issues in the app such as finding the nearest Uber available.. the app searches the cabs which are too long to be available in the peak hours whereas we can see cabs are on standby in front of us and when we book an uber the uber we get is 25 min waiting then we wait and the driver cancels and we have to book it again and the process goes on ... this is a common issue. Travelling from delhi to Gurgaon is a major issue where driver denies going to delhi in the evening and so we have to book and cancel as number of rides to get to the desired destination.. and vica-versa .. Another issue is that in the apple watch you can only book which ride is been showing ... need many improvements for apple watch for india specially... kindly add option to select modes of transport lihe uber go , share , bike in apple watch much needed... and we cannot set our desired destination.... kindly add features will be waiting on this for your revert and implementation",5
"It is important for Uber to take feedback as many as possible to improve your services and make it really a world class transport services. In India it is very important that you have a local office to monitor them and the public should know them. Only then drivers will abstain from doing mischief with their passengers and also ensure they follow your policies to the T. There has to be a local eye on them watching what they do and be easily accessible to public should there be a need to take help. This is very important as the market here is very dynamic and frivolous to the emotions & psychology of individuals. Many of these people who come from that category of society to work as drivers or run a vehicle specially a Taxi (which is a class of society by itself). They may be educate and may not be. But never believe in self discipline nor haven’t a sense of pride to abide by rules. Even if they, have there are many who coach them, how to break rules and policies. In this scenario growing stronger because of political climate also brings too many rule breakers. We need to watch them. You have to ensure that there is some one on your behalf undertaken and protect Uber services the way it has to be delivered to customers. Pl do that.",3
"I booked cab for my parents, my dad is heart and bp patient, he was just returning from the hospital his bp was going down and his health was becoming worst then suddenly can driver removed my parents from the cab on the road and it’s was soo terrific in this movement my mom’s Wallet was left there in the cab…. This unbearable behaviour of the cab driver make me think, how can this cab drivers can do ? From where they got this much Courage to do this? Is Uber not responsible for this type of acts? And I raised the complaint but after 24hur no action was taken … Uber replied me that cab driver told there is no wallet…. Is this type of responsibility Uber is taking if driver will say lie they will believe….. and other concern what if my bad got the heart attack on the road who is responsible for that…?? After the cab driver thrown them on the road they went to the hospital who will bear the bills ?? Unnecessarily we are suffering and Uber is not taking any action…. This happens to me what if he will do this type of incident to another person specifically single women at night… he will thrown her on the road bcz this makes him like do whatever he wants no one will take action against him that’s why he is doing that… please guys don’t trust this app for your safety book cab on your risk",1
"The app lets you complain about drivers and drivers to complain about riders, but there is nowhere to complain about the app. And half the time the problem is neither with the drivers nor the riders but the app itself. For over 4 years the app has not managed to get my home pick up stop correctly though I travel daily. Everyday I have to trek halfway into a side road to catch my ride. It has no flexibility to pick up on preferred routes even if you travel everyday. This becomes a problem when you know a particular road has construction and cannot be used but the app will continue to give drivers that option as the preferred route. The traffic assessment is abysmal and route choices are illogical- often over the bumpiest side roads (for what to avoid traffic? but the speed is very slow on bad roads anyway). Pricing is extortionary. And fleet size poor. For the promises of vertical integration the final delivery has most of the problems (high prices and low flexibility on routes and timings) and few benefits. This review has built up over several years of daily exasperation.",3
"Uber drivers keep cancelling the rides constantly. The call and ask for drop location and cancel the rides and I’m left stranded waiting for the drivers to change. This can even go up to an hour. The drivers have the audacity to tell us to cancel the ride because it will charge them to cancel on their end. During pickup, when they don’t want to come, they start taking longer routes or going to opposite direction. Eventually I need to cancel the ride because they will neither come nor cancel the ride. This becomes a cost to me. Uber needs to learn the customer support service from Ola. Ola has much better options to complain immediately even if the driver denies your ride, but Uber will charge the customer in such cases.

I was in tears and literally begged the Uber drivers to come for the pickup. They kept cancelling my rides. The drivers were very rude even when I pleaded them that I’m an alone girl waiting for a cab in a stranded place with low phone battery, but none of them cared. I was waiting in tears only to see my rides changing and Uber charging me for cancellation. Finally I got someone to book at Ola for me in one-go. 

I was stranded in tears because of Uber. I reached home safe because of Ola.",1
Whenever I want a cab I always prefer Uber but today because of Uber I missed my train. I started booking my cab much earlier before my scheduled train time so that I can reach the railway station on time or before. I called the driver and I said him as well that sir please do come fast as I have a train to catch. The driver said yes ma’am I am on my way and I asked him that if you want to cancel the ride do it now as I cant afford cancelling the ride after 10mins or so he said that he won’t do that. I kept on waiting and looking into the map to see where he has reached. After 5 mins the estimated time duration of the cab driver remained same 9 mins and after 1 minute or so he cancelled the ride and the other ride that Uber was showing was time duration of 15 min of the driver reaching my place. I booked other cab manually and went but I missed my train. I think Uber should add some features on their app where we can complain against these drivers and if something like this happens with someone they can complain and then these driver should be banned or suspend for some days so that they can learn their lesson and don’t take cancelling ride as a joke.,2
"An #Uber India driver sexually harassed and murder threatened to kidnap my sister, our mothers, our whole family yesterday. He repeatedly called us and threatend mob violence at our house. Apparently he got our contact from Uber because they share personal contact information with drivers and they have access to your phone number. Uber refused to share the driver's car number and full name to help us file a police complaint. Even after we filed a complaint with the police and Uber no action was taken against the said driver.  Also, the driver filed a false complaint against us instead and Uber told us they are going to ban our account. Uber continues to hire criminals in India and doesn't conduct any proper screening. They have no concern for our privacy when they share contact information with drivers. Why are they not conducting rigourous screening before hiring drivers in India? Guys, be safe out there and keep an emergency number at hand. Uber's whole culture has become toxic and they have no regard for people's safety. Uber is going to take no responsibility for its actions because of the poor regulations in India. For them profits matter more than our lives. I hope some other safer transport alternatives become available​ to Indian residents soon. #UberNotSafe",1
"One day we wanted to book cab for emergency situation, It was a disgusting experience from Uber, I booked a cab and the driver did not even turn up for almost 1 hr and then not even responding to my calls and we reached home by taking local auto. Finally I get a message of outstanding amount 43 rs. It is a pathetic experience of Uber am completely shocked if this is the way they will cheat every customer by delaying the trip and then when passenger manages own transport. Uber finally charges the customer. 

Imagine if it was some old person and not tech savvy and if this had happened, he/she would have not realised this disgusting mind of money making by Uber and old person would not have been able to reach customer care for support as they have only chat option. With this experience, I am advising my friends and relatives not to use Uber services. 

More than money it is the service at need they provide is not worth of any use. My sincere advise do not use Uber at any cost.",5
"I had faced an issue with a Uber driver where he deliberately entered my house demanding money though I paid him online but he wanted the payment in cash when I reported the issue, instead of taking action on the driver they have blocked my Uber account itself. Just to be safe I've raised a police complaint on the driver where he received relatable punishment for trespassing into my house but the Uber support people unblocked my account after a full day argument with them. This is the kind of safety that they provide us. And the other issue I had faced was, when I book a ride with cash option at the end of the ride it changes to APP payment and I really don't know how it happens, because of their stupid wage policies the drivers are demanding cash only now this is a kind of scam that these Uber people are running currently, when I tried to contact them for tens and tens of times they keep forcing me to make the outstanding payment which was already fulfilled to the driver, even if I ask them to cross check the payment with the driver partner also they still force you to make the payment. This is the reason why it's wise to travel in public transports only.",1
"I thought I almost miss my flight when the cab drivers were quickly changing by uber for reasons lesser known to be for my airport drop to Terminal 2 KIA Bengaluru. 
Almost an hour went past but no cab reached me raising my  concern and making me believe that I would miss my flight. It was then Elson was given my drop and I messaged him to come at earliest else I may miss my flight today. He made it to my pick up location  in slightly over ten minutes and conveyed me to airport just in time and I could check in well in time. 
The attitude, response to my request for help and driving skill to cut down traffic delay is praiseworthy. It’s even important to bring out the he is a South Indian and I am Punjabi and there was not much I could communicate to him in English or Hindi . But as a human being , he understood my need of the hour and pushed his limits to make me catch my flight.

So , Elson is a hero to me and through him Uber recovered it’s good will in my eyes. Kudos Elson!!",5
"First of all, don’t call it a complaint if you are going to give me a canned response. When I raise a complaint I expect someone to start a dialogue rather than give me a verdict. I have courts for that and I will take that route if I want to. I have used your service extensively in the past and not once but twice have I been conned by uber. The latest being the driver reaching my destination without me as it was closer to him and ending the trip. Uber’s response was that I did not choose the payment method at the time of booking. 
That’s absolute hog-wash. Paytm is embedded into Uber app and I am not sure why i have to select it time and again. And the driver questions me as to why I did not tell him that I selected payTM and not cash. Since then I decided to stop using their service and the funny thing was it was for 54 rupees. The first time it was 900 bucks and the driver said his app was not working so he asked me to pay cash and I had to pay toll at the airport too which was not included in the fare. When I complained they were equally useless. Good job loosing a paying customer! I have made it my mission with screenshots to educate all the family and friends about the con you are running. Shame on you !",1
"Uber is becoming the worst and its only because of their customer care.
• You can’t even call them as they never provide you their number you can have an accident, left or forget something, fare issues anything you can just message them in your app and wait till they call which they usually do in 2-3 days.
• If you have an issue and message them as you can’t even call them every time some other executive will reply you with the same thing i am facing an issue from more than 1 month and they keep on saying do this and that, then after doing that still nothing happens they will say we will resolve your problem then put you on hold for 15 minutes because you don’t have anything to do then say that it will take 48 hours and then after 72 hours you message them and the same thing starts again do this, we will do this and nothing happens. All we can do is wait with no exact date and time.",5
"I am asked to pay dues of the payment that I have already paid to the driver? This issue did not only occurred to me but every other person I know is using uber, and we do not even have an option to attach a proof or to show that we have actually made the payment. And how it’s fair that when we are cancelling we will be giving the cancellation fee and when we are cancelled we have to wait for another ride? Why the drivers have an obsession to rant about the pickup location and then picking up the riders at distance? One time I booked a cab and driver went his home or whatever and kept the ride on he was 15 mins away when I booked and was 1 hour away after an hour and stayed the same till the morning! And I couldn’t even do anything about it. Sometimes drivers do not turn on the ACs or are eating tabacco and it’s understandable that it is hard to manage these things but how is this fair to a customer? I am not able to book a shuttle due to some payment mode issue, and what exactly it is that isn’t even mentioned.",3
"My recent trip was very nice. Uber has always been a good service provider and I’m happy that it’s doing good…now coming down to the cancellation fee..Though I’ve given more than the cancellation fee of Rs 25 but just to inform you the past cancellation wasn’t from my side, the driver had cancelled from his side…so, asking a customer to pay or anyone else to pay for others is the biggest crime, if that money is hard earned..don’t do that with people…if it was someone who has stayed with me for long physically or a friend who stood in odds, it makes sense to fund for each other but otherwise it’s senseless…secondly money itself makes no sense if comparatively tolled with time…now a hypothetical situation, believe I have taken or given someone a sum of money but there are a lot of resources that can’t even be compared in importance like lost time or health, mental stress…etc

Don’t worry I always make sure",5
"Uber does fraudulent practice so many times. Would like to draw two particular occasion where I have been over charged substantially. In my last ride 24 th dec. I was told my charge will be 108 rupees at the time of booking. The trip went smoothly with out any delay in traffic , at the end of the ride I was charged Rs. 164/- without valid reason. The bigger problem was there is no proper customer care support. Only few options are given on online complain raise modalities. No customer care phone number. And no option of mailing apart from from those options. Pathetic corrupt business practices.
The same thing happened in month of September when I was travelling to apollo hospital from Dhaka kalibari. I chose the cash option. Suddenly at end of journey. The bill was exaggerated I could make out from fair details a very high amount has been added as pending payment(?) . I was shocked to my core since there was pending payments earlier. The driver started begging saying “if you don’t pay they are going to take the money from my pocket” considering the poor driver I paid the money. I must say uber is a unethical fraudulent company with corrupt corporate practices. Shame on you. Uninstalling.",1
I really wonder about your customer service. The Uber team is doing great they hear about our concerns and also made my refund within a day . But as compare to ola I prefer Uber now they do care about there customer and there safety at a first point I really appreciate your assistance at a needy time and would request to add on some of the options that if we want to make an online payment I just want to make sure to assign the drivers who are interested to take trip on online payments after stating the ride some making terrible things like drop off at a middle of the road and if we are not holding money at midnight then If I book a cab then they first ask is this an online or cash if we are not having cash then they simply cancel the ride. So if you consider this issue at priority then everyone can get benefited. To make the drivers to have a online payment option an mandAtory one,5
"I am a regular Uber customer in Chennai for the last 3 months. Today I got very pathetic approach from an Uber Driver. I booked a cab from Kodambakkam Arcot Road to Egmore at 7 pm. The cab number was TN 85H 2733 and driver name is Manikandan. Car Tata Zest . He called me and asked where to come and asked where to go.  I told him about the location.  Then he asked whether payment is cash , card or online? I told him it s cash only. I waited for 10 minutes and called him. He didn’t pickup. I waited for 30 minutes and again called. He didn’t pick up. I called him afterwards 10 times. He didn’t pickup. Later on I got the message from Uber that the trip is cancelled and I have to bear cancellation charges. Is this the right way to treat customers. Such drivers should be thrown away from online taxis and you should have ensured such worst experiences should not be extended to anyone rather than charging the customer for unwanted reasons",5
"I’ve been using uber since from beginning of app launched and i use it a lot in daily life too.
Recently i have an issue plenty of cancellations because diver needs cash not online payment if i tell i pay through upi they cancel the ride.
Long time wait ,ride price while booking and after riding the price will be totally different , recently i had a ride and paid through phone pe and driver received the amount and next day i placed an another ride and price was double just because the last payment i paid through phone pe to the drivers account and not through uber provided phonepe option so i raised a complaint got refund through wallet in uber and I thought ok fine . Next ride i used uber cash but driver didn’t receive the amount and i paid again cash cause of issue driver giving and raised a complaint and uber said they can’t help me with it ? Whats the point of refund to wallet and cutting it and showing different rates and making me pay ? I have given complaint plenty of time still they said can’t do anything and finally they stopped replying me in mail also ! Wah uber the trust uh have given me is awesome !",1
"I booked for Uber at 6 from Chandigarh to Delhi. At 08:15 the driver was stopped by two cars, the driver was taken out along with his phone and car keys. There were eight men outside the car talking to the driver about him defaulting on loan and money. While all this is happening I called Uber safety who said come out of car and find a safer location but we don’t send alternate transportation. You find it on your own. Imagine being stranded on a highway I am being told you arrange yours because Uber can’t help. I did not feel unsafe with those two eight men who were outside the car but I felt unsafe in Uber thinking if something like this happens Uber will do hands up that they can’t help. They won’t arrange or take liability if something happens to you. I spoke to three women from safety toolkit: who said they will check what they could do and never called me. At the end Uber did not basically take any responsibility for what happened. And you know who arranged alt transportation those men who were standing outside. So - Uber advertising our safety tool kit was such irony in the situation l was in. It does not work and they don’t help you. They leave you stranded.",1
"We booked cab from rajpath area to mahindra aura tower, gurugram. After booking one driver confirm the ride and he tried we to cancell our trip but we not cancel and wait for more then automatically he cancelled the trip and other person named Kamal confirm the trip again and he picked us from the pick up point before starting the journey he told us there is a toll so you please give toll kamal can cancell the trip and drop us to the dropping point. But we not accepting the condition. Then he forced me to cancel the trip otherwise he need money for the preparation. If we agree with his condition he can cancel the trip and drop the point by himself with 120 rs additional total 750. Forcibly he cancel our trip. And start our journey once we reached Mg road metro he told that his CNG is about to close so please get us down there and this is 13km away from out dropping point and ask for 650. This is bery bad experience from UBeR side. From there we book OLA cab and went to our dropping spot. I never support this kind of peoples and company as they support fraudulent drivers for money only. UBeR utter waste. Better OLA or BLU cab is good option in Delhi.",1
"Five days ago I booked a ride and boarded the cab but the driver asked for OTP which I didn’t receive either via SMS/Mail or it isn’t generated in my app. So I had to cancel the ride and looked for alternatives. It was a terrible experience as we got late to an appointment.
I thought it was some kind of update issue and after successfully updating the app I got the OTP appearing above driver’s cab number for two consecutive rides. I thought the problem is solved but I was very wrong.
As when I booked today on Uber I got the same issue. The driver asks for the OTP but it is not generated on my app. So I had to cancel the ride. Both the driver’s time (and fuel in this case he comes from 10 minutes distance) and my time is getting wasted. If you are adding a feature in your app it shouldn’t affect my travel plan. Did’t expect such a poor service on Uber. I did had a very bad experience.
And more importantly no matter how much offer does Uber gives you on different payment methods, at the end uber cheats you by someway or the other technical issues so that you can’t avail that offer within the specific offer period.",1
"First time experience and worst experience ever! Cab drivers rating on the app says 4.9 but in reality they have hired worst drivers who doesn’t have basic courtesy to treat elderly people.

I had booked a taxi on 23rd jan for my Dad from Mahim to Jogeshwari. Since, I live in Ahmedabad and my parents live alone in Mumbai I want them to travel safe in these unprecedented times of Covid. Unfortunately I trusted Uber and in return my Dad to leave the vehicle as I had not received a silly OTP which confirmed the ride. I mean common, are you guys really cold hearted. I begged to the driver to drop my dad hone to which I told him to pay 4 tines extra the amount then it’s fare, but the driver was more adamant of getting the OTP. I too work for service industry and mind it thar sometimes we all need to leave the process and think for an alternate considering humanity. I believe Uber is a heartless company who only teaches thier drivers to follow thier bullish policies and procedures...

to all reading my review, Just think for once as  in middle of the night if the same would have happened to your parents. How would you’ll have felt...",1
"So it was early morning i need to drop my nephew to the airport.  I booked a trip to airport, at first i see the cab coming from tracker.  So we went out and checked my phone just to see it got cancelled.  It was not the first time so tried booking again some driver won’t pick the call, some would say they are coming and would cancel after 5 minutes of waiting. Another one was coming and he also canceled on the way. After more than 30 minutes of trying to book uber trip i got into Ola and booked.  We were on our way to airport.  I got so worried on missing our flight i didnt even check whether uber app was still in thebackground.  Just to find out near about reaching the airport uber booked a cab in the background and driver called me.  Well.  I don’t need the ride too late.  So I had to cancel.   And there uber charged me penalty for cancelling the ride.  Not reliable at all.  In a scenario where emergency occurs and need to go to hospital asap.  A person will die just because uber kept cancelling the trip.  Not reliable at all.  Uber u need to fix this.",1
Today I booked an Uber as I was for the 1st time in Mumbai and needed to get somewhere quickly. I put in the address on the app and I soon called the driver that responded. He asked me where I wanted to go and I told him the address he again asked me where it was and I said I don’t know as I was new to the city and was here only for 2 days he said ok and came to pick me up. I sat in the car and after 2 minutes he told me that he couldn’t go the address I wanted when he saw my address on the phone and said I should take another cab I pleaded with him and said it was urgent and I was new he said no and then I left the cab when he again told me that I had to pay some amount as he had started the ride when I sat. I was very angry and shocked because he dint even move an inch n was not willing to go to my destination and after all that how dare he ask me to pay for a service I did not get??? I need a revert please,5
"I’ve been using Uber for years now, but off late I’ve experienced some rather unpleasant instances that lead me to believe that they’ve lost their customer centric focus and become all about the money.
I’ve lost INR 80 because their drivers refused or forgot to notify me of their arrival and ended up being late to wherever I was heading because of it. If this isn’t the epitome of unreliable, I’ve a story that will be. I re-booked an auto this morning since the last driver cancelled 3 mins into waiting time without as much as a call (and I was charged for it) only to have my trip be cancelled by this driver as well since I was riding a card trip. Not his fault, Uber doesn’t pay their driver for a week leaving them starving and without gas, and forcing them to reject non-cash trips. But now, I’m 30 mins late to a review meeting and because of how unreliable Uber is. It’s both disgusting and ironic how a company that operates as part of the service industry is becoming infamous for its lack of ethics and service standard. I will be damned if I don’t tell the world about this, and never taking this service again unless I’m adequately compensated.",1
